genre,definition
surf punk,Surf punk refer punk genre surf music punk punk term territorial pop punk band
university choir,
garage rock,Garage rock called garage punk raw energetic style rock roll flourished notably United States experienced series subsequent The style characterized basic chord structures played electric guitars distorted unsophisticated occasionally aggressive lyrics Its derives perception groups young amateurs rehearsed family US surf later Beatles beat groups British thousands young people form bands Hundreds acts produced regional national usually played AM radio With advent numerous garage bands incorporated exotic elements primitive stylistic After sophisticated forms rock music came dominate garage rock records largely disappeared national regional movement Other countries experienced similar rock movements characterized variants garage garage rock recognized distinct genre specific critical hindsight early especially compilation album define memorialize Between certain American rock critics began retroactively identify music genre years term describe making form music bear predating familiar use term appropriated later punk rock movement The term gained favor commentators devotees The style referred certain instances early revival scenes emerged featuring acts consciously attempted replicate look sound garage Later contemporary garage subgenre developed combined garage rock modern punk rock garage punk label originally associated garage In wave acts associated revival achieved commercial Garage rock continues appeal musicians audiences prefer musical
ramonescore,
rap boricua,
industrial metal,Industrial metal fusion heavy metal industrial typically employing repeating metal guitar synthesizer sequencer distorted Prominent industrial metal acts include Nine Inch Marilyn Fear metal developed late industrial metal began fuse common Industrial metal early particularly North success groups Nine Inch popularity began fade half
post-disco soul,
erotica,Erotica broad literary artistic work deals substantively subject matter sexually stimulating sexually arousing strict generally considered Erotic art use artistic form depict erotic including film Erotic literature erotic photography genres erotica pornography collectable usually published printed In antiquarian book pornographic works listed
cedm,
chip hop,
swing revival,The swing called retro swing renewed interest swing beginning reaching peak late The music generally rooted big bands swing era greatly influenced jump blues artists Louis theatrics Cab Many bands practiced contemporary fusions jump blues punk ska punk music roots ska alternative rock
concert band,A concert called wind wind wind wind symphonic symphonic symphonic wind performing ensemble consisting members percussion families occasionally including double bass On rare instruments added ensembles electric band music generally includes original wind concert transcriptions orchestral light popular Though concert band similar instrumentation marching marching main purpose perform In concert band strictly performs stationary
deep surf music,
synth funk,Funk music genre originated African American communities musicians created danceable new form music mixture music genres popular African Americans It melody chord progressions focuses strong rhythmic groove bassline played electric bassist drum played slower tempos popular Funk typically consists complex percussive groove rhythm instruments playing interlocking grooves create Funk uses richly colored extended chords found bebop minor chords added sevenths dominant seventh chords altered ninths originated James development signature groove emphasized heavy emphasis beat measure application swung notes syncopation drum guitar rock musicians Sly Family Stone Jimi fostering improvisation Other musical including Kool Wind Loose The The began adopt develop innovations adding essences genre early like Ohio Players followed derivatives include strain hybrid electronic music funk mix funk mix gangsta rap form funky Cuban dance funk It main influence Washington funk Funk samples breakbeats extensively hip hop electronic dance
gothabilly,Gothabilly offshoot psychobilly influenced goth The portmanteau word combines gothic Cramps late describe somber blend rockabilly punk Since term come describe fashion style influenced gothic seen use black lace antique
pop,Pop music genre popular music originated modern form United States United The terms popular music pop music describes music popular includes disparate During pop music encompassed rock roll styles Rock pop music remained roughly synonymous late pop associated music music appears record charts considered pop genre distinguished chart Identifying factors usually include repeated choruses short songs written basic format rhythms tempos easily danced Much pop music borrows elements styles urban contemporary
indie singer-songwriter,
jazz flute,Jazz flute use flute jazz While flutes played ragtime early jazz flute established jazz instrument It widely ensembles The modern Boehm system transverse concert flute commonly jazz members family alto flute Ethnic bamboo
jewish hip hop,Jewish hip hop genre hip hop music cultural ties Judaism musical
stomp and flutter,
cosmic death metal,
smooth soul,Smooth soul fusion genre soul music developed early funk pop music United The fusion genre experienced mainstream success time development late succession disco quiet
vgm instrumental,
doomgaze,
stoner metal,Stoner known stoner metal stoner rock music fusion genre combines elements doom metal psychedelic rock acid The genre emerged early pioneered foremost Kyuss
brutal deathcore,Deathcore extreme metal subgenre combines death metal The genre consists death metal guitar blast metalcore While precursors concept death metal fused elements seen deathcore emerged early gained prominence beginning southwestern United especially Arizona inland southern California Coachella home notable bands earliest examples include Despised Red expansion saw bands like All Shall Through Eyes Bring Me Suicide Job Chelsea Grin Whitechapel taking In deathcore bands began experimenting eclectic selection genre noted criticism longtime fans heavy metal usually frequent use Some musicians classified deathcore rejected
oromo pop,
deep acoustic pop,
marimba,The marimba musical instrument percussion family consists wooden bars struck Below bar resonator pipe amplifies particular harmonics Compared timbre marimba It tends lower range bars marimba arranged like keys The marimba type marimba solo ensembles like marching bands percussion brass concert traditional
nu-metalcore,
crack rock steady,Crust punk known crust form music influenced English punk rock extreme The evolved early songs dark pessimistic lyrics linger political social The term coined Hellbastard Ripper Crust partly defined It played fast tempo occasional slow Vocals usually raspy Crust punk takes cues Crass Discharge heavy metal bands like Celtic Black Sabbath While term associated Amebix described originators Discharge
progressive deathcore,Progressive metalcore called technical metalcore ambient fusion progressive metal metalcore characterized highly technical lead complex Some notable practitioners influence
trap beats,
protopunk,rock music played garage bands foreshadowed punk rock The phrase retrospective musicians involved generally originally associated came variety backgrounds anticipated musical thematic
deep latin jazz,
glass,A crystallophone musical instrument produces sound best known crystallophones glass set rotating glass bowls produce clear tones rubbed wet Musical glass documented Persia The quality instruments glass harmonica exemplified Empfindsamkeit instrument extraordinarily About instrument fell glasschord resembles celesta struck plaque idiophone operated uses hammers strike glass bars instead metal glass marimba similar marimba stick percussion instrument keyboard bars glass instead The performer strikes padded perched glass box provide necessary rare Thai instrument called ranat kaeo literally Thai music ensemble Fong appears CD The Sleeping Thai Classical
blackened deathcore,Deathcore extreme metal subgenre combines death metal The genre consists death metal guitar blast metalcore While precursors concept death metal fused elements seen deathcore emerged early gained prominence beginning southwestern United especially Arizona inland southern California Coachella home notable bands earliest examples include Despised Red expansion saw bands like All Shall Through Eyes Bring Me Suicide Job Chelsea Grin Whitechapel taking In deathcore bands began experimenting eclectic selection genre noted criticism longtime fans heavy metal usually frequent use Some musicians classified deathcore rejected
lo-fi chill,
mellow gold,
neo-industrial rock,
nintendocore,Nintendocore broadly defined style music commonly fuses chiptune video game music hardcore punk heavy The genre considered direct subgenre fusion genre metalcore The genre originated early peaked late bands like Horse An The NESkimos Minibosses pioneering
indie dream pop,
shanty,Shanty refer
thrash metal,Thrash metal simply extreme subgenre heavy metal music characterized overall aggression fast The songs usually use fast percussive beats guitar overlaid lead guitar The lyrical subject matter includes criticism The Establishment concern environmental times shares disdain Christian dogma black The language typically direct approach borrowed hardcore genre emerged early musicians began fusing double bass drumming complex guitar stylings new wave British heavy metal speed aggression hardcore thrash metal developed backlash conservatism Reagan Era widely accessible heavy metal subgenre glam metal developed concurrently early thrash metal movement revolved independent record including Metal Roadrunner underground tape trading industry Europe North The genre commercially successful early thrash metal Megadeth Anthrax joined Testament German thrash Sodom Some bands credited helping develop popularize thrash metal genre declined popularity commercial success numerous genres alternative later nu During bands disbanded moved away thrash metal roots groove metal alternative During thrash metal experienced modern acts Bonded Municipal Waste credited leading metal
poetry,Poetry Greek called form literature uses aesthetic rhythmic qualities language sound metre evoke meanings addition place prosaic ostensible A poem literary written long varied evolving differentially It dates prehistoric times hunting poetry Africa panegyric elegiac court poetry empires Volta River Some earliest written poetry Africa occurs Pyramid Texts written century The earliest surviving Western Asian epic Epic written poems Eurasian continent evolved folk songs Chinese religious hymns Sanskrit Zoroastrian Hurrian Hebrew need retell oral Egyptian Story Indian epic Homeric Iliad Ancient Greek attempts define focused uses speech Later attempts concentrated features verse emphasized aesthetics distinguish poetry prosaic uses forms conventions suggest differential interpretations evoke emotive Devices rhythm convey musical incantatory The use stylistic elements poetic diction leaves poem open multiple figures speech metonymy establish resonance disparate layering forming connections previously Kindred forms resonance individual patterns rhyme poetry types unique particular cultures genres respond characteristics language poet Readers accustomed identifying poetry Rumi think written lines based rhyme regular There Biblical use means create rhythm Much modern poetry reflects critique poetic testing principle euphony altogether forgoing rhyme set increasingly globalized poets adapt techniques diverse cultures Poets contributed evolution utilitarian qualities Western cultural tradition Homer associates production poetry inspiration Muse classical In lyrics spoken called This concept differentiates speaker poet usually important poem runs I killed man speaker poet
soft rock,Soft rock known light rock derivative form pop rock originated late region Southern California United The style smoothed edges pop relying melodic songs lush Soft rock prevalent radio eventually metamorphosed form synthesized music adult contemporary
christian dance,
deep northern soul,
sad lo-fi,
brass quintet,A brass quintet musical ensemble composed brass The instrumentation brass quintet typically includes trumpets French trombone tuba bass Musicians brass quintet play multiple Trumpet players instance double piccolo trumpets There variation instrumentation depending type In horn replaced additional Euphonium substituted trombone While tuba considered range style pieces lend played bass trombone pieces use percussion particularly snare
psybass,
candy pop,
jazz harp,
rap metalcore,
jewish a capella,
modern melodic hardcore,Emo rock music genre characterized confessional It emerged style hardcore punk Washington hardcore punk known emotional hardcore emocore pioneered bands Rites Spring In emo adopted reinvented alternative indie rock punk rock bands Sunny Day Real Jimmy Eat By bands Promise Get Up Kids emerged burgeoning Midwest emo independent record labels began specialize aggressive style emo screamed pioneered San Diego bands Heroin Antioch Screamo achieved mainstream success bands like Hawthorne Story seen emo signifies specific relationship fans artists certain aspects culture Emo fashion associated skinny black tight band studded hair long Since early mid fans emo music dress like referred known listening bands like My Chemical Fall Out Hawthorne The The emo subculture stereotypically associated social introversion Purported links combined rise popularity early inspired backlash bands My Chemical Romance Disco rejecting emo label social stigma controversy surrounding subgenre emo pop entered mainstream culture early success Jimmy Eat World Dashboard Confessional artists signed major record Bands My Chemical Fall Out Boy Red Jumpsuit Apparatus continued popularity rest By early popularity groups changing sound mainly underground emo revival bands The World Is Beautiful Place I Am No Longer Afraid Die Modern drawing sound aesthetic During late fusion genre called emo rap emo famous artists including Lil XXXTentacion Juice
atmosphere,An atmosphere Ancient Greek ἀτμός σφαῖρα layer gas layers gases envelop held place gravity planetary A planet retains atmosphere gravity great temperature atmosphere A stellar atmosphere outer region includes layers opaque stars low temperature outer atmospheres containing compound atmosphere Earth composed nitrogen oxygen argon carbon dioxide trace Most organisms use oxygen lightning bacteria perform nitrogen fixation produce ammonia nucleotides amino cyanobacteria use carbon dioxide The layered composition atmosphere minimises harmful effects ultraviolet solar cosmic rays protect organisms genetic The current composition atmosphere Earth product billions years biochemical modification paleoatmosphere living
corridos tumbados,
drone metal,Drone metal drone doom style heavy metal melds slow tempos heaviness doom metal tones drone Drone metal associated experimental
instrumental funk,
indie emo,Emo rock music genre characterized confessional It emerged style hardcore punk Washington hardcore punk known emotional hardcore emocore pioneered bands Rites Spring In emo adopted reinvented alternative indie rock punk rock bands Sunny Day Real Jimmy Eat By bands Promise Get Up Kids emerged burgeoning Midwest emo independent record labels began specialize aggressive style emo screamed pioneered San Diego bands Heroin Antioch Screamo achieved mainstream success bands like Hawthorne Story seen emo signifies specific relationship fans artists certain aspects culture Emo fashion associated skinny black tight band studded hair long Since early mid fans emo music dress like referred known listening bands like My Chemical Fall Out Hawthorne The The emo subculture stereotypically associated social introversion Purported links combined rise popularity early inspired backlash bands My Chemical Romance Disco rejecting emo label social stigma controversy surrounding subgenre emo pop entered mainstream culture early success Jimmy Eat World Dashboard Confessional artists signed major record Bands My Chemical Fall Out Boy Red Jumpsuit Apparatus continued popularity rest By early popularity groups changing sound mainly underground emo revival bands The World Is Beautiful Place I Am No Longer Afraid Die Modern drawing sound aesthetic During late fusion genre called emo rap emo famous artists including Lil XXXTentacion Juice
adoracion,
jazz guitar trio,
jazz violin,Jazz violin use violin electric violin improvise solo Early jazz violinists Eddie played violin Jimmy Dixielanders Stuff Claude Joe Venuti popular work guitarist Eddie Lang Improvising violinists include Stéphane Grappelli In jazz violinists use electric violin plugged instrument amplifier electronic
modern alternative pop,
technical deathcore,Deathcore extreme metal subgenre combines death metal The genre consists death metal guitar blast metalcore While precursors concept death metal fused elements seen deathcore emerged early gained prominence beginning southwestern United especially Arizona inland southern California Coachella home notable bands earliest examples include Despised Red expansion saw bands like All Shall Through Eyes Bring Me Suicide Job Chelsea Grin Whitechapel taking In deathcore bands began experimenting eclectic selection genre noted criticism longtime fans heavy metal usually frequent use Some musicians classified deathcore rejected
art punk,Art punk subgenre punk rock artists rudimentary garage rock considered sophisticated These groups generated aesthetic contrast audience generated pub
stoner rock,Stoner known stoner metal stoner rock music fusion genre combines elements doom metal psychedelic rock acid The genre emerged early pioneered foremost Kyuss
classic psychedelic rock,
experimental psych,
orthodox chant,
psychedelic punk,diverse genre psychedelic music draws inspiration sounds updating copying approaches Originating occasionally seen mainstream pop success typically explored alternative rock It initially developed outgrowth British known acid After flourished widespread international movement artists applied spirit psychedelic rock new sounds include forays psychedelic jangly guitar heavily distorted recording A wave British alternative rock spawned subgenres dream pop
rock drums,
chill guitar,
ambient folk,
chill pop,
experimental percussion,
horror synth,
microtonal,Microtonal music microtonality use music smaller called It extended include music intervals found customary Western tuning equal intervals In microtone thought note falls keys piano tuned equal In Revising musical equal Haye Hinrichsen defines equal temperament frequency ratios intervals invariant transposition shifts The standard equal temperament originally invented ancient China rediscovered Europe determined additional Firstly octave divided Secondly fundamental postulated pure described frequency ratio
dubstep product,
folk-pop,musical style contemporary folk songs sweeping pop pop songs folk Recording production values created unblemished style appealed mass led commercial success measured high record particularly illustrated hit records reaching Top AM radio United developed folk music folk rock Key example artists include The Kingston Trio Paul Mary contracts major record labels Records Warner Brothers The commercially successful artists stood contrast politically charged uncompromising folk music performers Joan Barbara Phil Nina Simone The recent decades Tracy Chapman Ani found regions
bahai,The Baháʼí Faith relatively new religion teaching essential worth religions unity Established initially developed Iran parts Middle faced ongoing persecution The religion estimated million known spread countries Baháʼí Faith central Báb considered herald taught followers God soon send prophet similar Jesus executed Iranian authorities claimed prophet faced exile imprisonment released confinement teaching trips Europe United After death leadership religion fell grandson Shoghi Effendi Baháʼís annually elect national Spiritual Assemblies govern years election held Universal House supreme governing institution worldwide Baháʼí community located near Shrine Baháʼí religion revealed orderly progressive way single God Manifestations founders major world religions Muhammad noted recent Báb Baháʼís regard major religions fundamentally unified varied social practices The Baháʼí Faith stresses unity explicitly rejecting At heart Baháʼí teachings goal unified world order ensures prosperity written sent including heads collected assembled canon Baháʼí This collection scripture includes works son regarded Prominent works Baháʼí literature Some Answered The
melodic deathcore,Deathcore extreme metal subgenre combines death metal The genre consists death metal guitar blast metalcore While precursors concept death metal fused elements seen deathcore emerged early gained prominence beginning southwestern United especially Arizona inland southern California Coachella home notable bands earliest examples include Despised Red expansion saw bands like All Shall Through Eyes Bring Me Suicide Job Chelsea Grin Whitechapel taking In deathcore bands began experimenting eclectic selection genre noted criticism longtime fans heavy metal usually frequent use Some musicians classified deathcore rejected
vegan straight edge,Straight edge abbreviated sXe signified XXX subculture hardcore punk adherents refrain recreational reaction excesses punk For extends refraining engaging promiscuous following vegetarian vegan caffeine prescription The term straight edge adopted song hardcore punk band Minor straight edge subculture emerged amid hardcore punk Since wide variety beliefs ideas associated including vegetarianism animal While commonly expressed aspects straight edge subculture abstinence illegal considerable Disagreements arise primary reasons living straight Although straight edge politics explicitly revolutionary activists approached straight edge ridicule outright hostility perceived straight edge William Tsitsos wrote straight edge gone eras founding early Bent edge began straight edge members hardcore scene frustrated rigidity intolerance During youth crew started influence music straight edge scene By early militant straight edge wider punk In early straight edge spread United States Northern Eastern Middle South By beginning militant straight edge punks largely left broader straight edge culture
dark synthpop,
healing,genre music intended create artistic It listeners reading method stress management bring state ecstasy create peaceful atmosphere homes It associated environmentalism New Age artists age reject music includes acoustic featuring instruments acoustic guitar wide variety acoustic electronic frequently relying sustained synth pads long Vocal arrangements initially rare vocals especially featuring Native lyrics based mythology Celtic exact definition An article Billboard magazine commented Age music startling successful music hit public Many consider umbrella term marketing musical complex cultural music influenced wide range artists variety Tony Music Zen Meditation considered Paul Horn important Irv Environments series featured natural chants publicly available psychoacoustic Steven Spectrum Suite key work began music
old school thrash,
garage punk,Garage rock called garage punk raw energetic style rock roll flourished notably United States experienced series subsequent The style characterized basic chord structures played electric guitars distorted unsophisticated occasionally aggressive lyrics Its derives perception groups young amateurs rehearsed family US surf later Beatles beat groups British thousands young people form bands Hundreds acts produced regional national usually played AM radio With advent numerous garage bands incorporated exotic elements primitive stylistic After sophisticated forms rock music came dominate garage rock records largely disappeared national regional movement Other countries experienced similar rock movements characterized variants garage garage rock recognized distinct genre specific critical hindsight early especially compilation album define memorialize Between certain American rock critics began retroactively identify music genre years term describe making form music bear predating familiar use term appropriated later punk rock movement The term gained favor commentators devotees The style referred certain instances early revival scenes emerged featuring acts consciously attempted replicate look sound garage Later contemporary garage subgenre developed combined garage rock modern punk rock garage punk label originally associated garage In wave acts associated revival achieved commercial Garage rock continues appeal musicians audiences prefer musical
honky-tonk piano,A tack piano known jangle junk altered version ordinary objects thumbtacks nails placed hammers instrument point hammers hit giving instrument percussive It evoke feeling pianos commonly associated ragtime appearing Hollywood Western saloon scenes featuring old upright The instrument originally classical music performances substitute
psychedelic rock,Psychedelic rock rock music genre representative psychedelic centered hallucinogenic The music incorporated new electronic sound effects recording extended instrumental Many psychedelic groups differ label applied British American sound psychedelic rock invokes core effects detach user everyday effects represented novelty studio electronic disjunctive song extended instrumental Some earlier psychedelic rock musicians based showcased explicit Indian classical influence called In existed main variants surrealist British psychedelia harder American West Coast While deployed interchangeably term refers specifically extreme ends peak years psychedelic rock milestone events including Summer Love Woodstock Rock international musical movement associated widespread counterculture beginning decline changing loss key movement led surviving performers new musical The genre bridged transition early blues rock progressive rock hard result contributed development heavy Since late revived forms
glam punk,Glam punk term retrospectively describe trend bands produced form incorporated elements glam initially early
video game music,Video game music soundtrack accompanies video Early video game music limited sounds early sound programmable sound generator FM synthesis These limitations led style music known sound video advances video game music grown include larger variety Music video games heard title menus Game soundtracks change depending actions indicating missed actions rhythm informing player dangerous situation rewarding certain game music original popularity video game music created education job generated led video game soundtracks commercially sold performed
industrial rock,Industrial rock fusion genre fuses industrial music rock It initially originated drew influence early experimental industrial acts Throbbing Einstürzende Neubauten Industrial rock prominent success artists Killing partially Skinny later spawned offshoot genre known industrial The genre accessible mainstream audiences aid acts Nine Inch Nails Marilyn released
minimalism,Minimal music called form art music compositional practice employs limited minimal musical Prominent features minimalist music include repetitive patterns steady consonant reiteration musical phrases smaller It include features phase resulting termed phase process techniques follow strict usually described process The approach marked calls attention activity listening focusing internal processes approach originated New York Downtown scene initially viewed form experimental music called New York Hypnotic In Western art music American composers La Monte Terry Steve Philip Glass credited develop compositional techniques exploit minimal The movement originally involved dozens later John emerged publicly associated American minimal lesser known pioneers included Pauline Phill Richard In music Louis Karel Michael Howard Éliane Gavin Steve Henryk Arvo Pärt John Tavener exhibits minimalist unclear term minimal music Steve Reich suggested attributable Michael assertion Jonathan Dan Philip Glass believes Tom Johnson coined
experimental guitar,
future funk,Vaporwave microgenre electronic visual art Internet meme emerged early It defined partly chopped screwed samples smooth lounge music The surrounding subculture associated ambiguous satirical consumer capitalism pop tends characterized nostalgic surrealist engagement popular technology advertising previous incorporates early Internet late web glitch cyberpunk tropes cover artwork music originated ironic variant evolving hypnagogic pop similar motifs fashionable underground digital music art scenes The style pioneered producers James Daniel Lopatin Ramona After album Floral Shoppe established blueprint movement built audience sites Reddit flood new operating online turned Bandcamp wider exposure vaporwave wealth subgenres offshoots future mallsoft waned The genre intersected fashion trends streetwear political Since vaporwave frequently described The general public came view vaporwave facetious Internet notion frustrated producers wished recognized Many influential artists record labels associated vaporwave drifted musical Later genre spurred revival interest Japanese ambient music city
pirate,Music piracy copying distributing recordings piece music rights owners recording record In contemporary legal form copyright civil wrong crime depending The late early centuries saw controversy ethics redistributing media production distribution companies media scope ought considered piracy cases involving piracy music frequently discussed
scratch,A temp track existing piece music audio editing phase television film serving guideline mood atmosphere director looking It referred scratch temp score temp track usually replaced release original soundtrack composed specifically While feel having follow temp track limiting useful tool finding right style music particular scene composer
vietnamese pop,The popular music Vietnam nhạc Việt music developed
modern rock,Modern rock umbrella term describe rock music found college rock radio Some radio stations use term distinguish classic based rock
double drumming,Double drumming referred double musical rock drummers play drum kit One play rhythm play play It common main drummer auxiliary percussionist plays Latin American mallet considered drummers common jazz particular free
grave wave,Witch house microgenre electronic music characterized dark occult themes visual aesthetics emerged late early The style heavily influenced chopped screwed hip industrial ethereal wave dream Witch house incorporates drum obscure droning vocals heavily witch house visual aesthetic includes terror collages photographs significant use hidden messages typographic elements Unicode Artworks witch house visual artists incorporated imagery horror films The Blair Witch television series Twin dark web videos mainstream pop culture celebrities Common typographic elements Salem White include crosses Unicode seen method keeping scene underground harder search references television series Twin Peaks
haitian traditional,
indie electropop,
post-minimalism,Postminimalism art term coined Robert artistic fields work influenced attempts develop aesthetic The expression specifically relation music visual refer field minimalism critical reference refers music following minimal
technical grindcore,
chaotic hardcore,Mathcore subgenre hardcore punk metalcore influenced extreme metal math rock developed Bands genre emphasize complex fluctuant rhythms use irregular time syncopations tempo Early mathcore lyrics addressed realistic worldview resentful sarcastic point hardcore punk scene started embrace extreme metal It started highly popular bands This led bands Coalesce The Dillinger Escape Plan establish
smooth saxophone,
chill r&b,
rock,Rock music broad genre popular music originated United States late early developing range different styles particularly United States United It roots rock style drew directly blues rhythm blues genres music country Rock drew strongly number genres electric blues incorporated influences musical For rock centered electric usually rock group electric bass rock music time signature genre extremely Like pop lyrics stress romantic love address wide variety themes frequently social musicians began advance album ahead single dominant form recorded music expression Beatles forefront Their contributions lent genre cultural legitimacy mainstream initiated album era music industry By late number distinct rock music subgenres including hybrids like blues folk country southern raga jazz contributed development psychedelic influenced countercultural psychedelic hippie New genres emerged included progressive extended artistic glam highlighted showmanship visual diverse enduring subgenre heavy emphasized In second half punk rock reacted producing energetic social political Punk influence new eventually alternative alternative rock began dominate rock music break mainstream form indie Further fusion subgenres including pop electronic rap rap conscious attempts revisit including garage revivals The saw slow decline rock mainstream popularity cultural hip hop surpassing popular genre United embodied served vehicle cultural social leading major subcultures including mods rockers United Kingdom hippie counterculture spread San Francisco US punk culture spawned emo Inheriting folk tradition protest rock music associated political activism changes social attitudes drug seen expression youth revolt adult consumerism At commercially highly leading charges selling
shimmer pop,
washboard,Washboard refer tool washing percussion corrugation gravel dirt roads
euphonium,The euphonium brass instrument derives Ancient Greek word εὔφωνος meaning eu means φωνή phōnē means good The euphonium valved Nearly current models piston models rotary valves music notated bass clef instrument treble clef transposing instrument In British brass typically treated American band parts written treble clef bass
boogie,Boogie called rhythm blues genre electronic dance music close ties emerged United States late The sound boogie defined bridging acoustic electronic musical instruments emphasis vocals miscellaneous It later evolved electro house
deathgrind,Grindcore extreme fusion genre heavy metal hardcore punk originated drawing inspiration musical crust hardcore extreme Grindcore considered style hardcore punk trademark characteristics heavily grinding overdriven blast vocals consist shouts Early groups like Napalm Death credited laying groundwork It prevalent today North America popular contributors Brutal Truth Lyrical themes range primary focus social political gory subject matter black trait grindcore shorter average punk bands produced songs seconds British band Napalm Death holds Guinness World Record shortest song recorded Many Agoraphobic record simple phrases rhythmically sprawled instrumental lasting couple bars variety subgenres microgenres subsequently labeling bands according traits deviate regular including focused themes gore mutilation fixated pornographic lyrical Another offshoot cybergrind incorporates electronic music elements sampling programmed Although influential hardcore punk extreme grindcore remains underground form
hard rock,Hard rock heavy rock loosely defined subgenre rock music typified aggressive vocals distorted electric Hard rock began psychedelic blues rock Some earliest hard rock music produced Rolling Cream Jimi Hendrix In late bands Jeff Beck Iron Led Golden Steppenwolf Deep Purple produced hard genre developed major form popular music Led Zeppelin Deep Purple joined Van During hard rock bands moved away hard rock roots pop Established bands comeback hard rock reached commercial peak glam metal bands Bon Jovi Def Leppard rawer sounds Guns Roses followed great success later rock began losing popularity commercial success urban grunge later Britpop Despite bands adopted hard rock sound saw renewed interest established attempts new bands emerged garage rock revival Out movement came garage rock bands like The White Interpol later Black In bands managed sustain highly successful recording
nu gaze,Nu gaze called refers form alternative rock originated directly influenced primarily British shoegaze scene late early A renewed interest shoegaze occurred early bands My Silversun The Radio emerged sides The origin moniker credited interview My Vitriol frontman Som Wardner denied band instead stating guess nu article The Oxford music genre features subdued vocals walls messy guitar The style music relies effects effects pedals synthesizers distort The shoegaze revival draws inspiration heavily shoegaze incorporates modern synthesizers drum ambient guitar band based Tennessee notable ambient rock combines elements shoegaze ambient Ulrich album Goodbye demonstrates influence techno ambient music Nu Gaze Ulrich collaborates performs numerous artists Tangerine Dream The
progressive metalcore,Progressive metalcore called technical metalcore ambient fusion progressive metal metalcore characterized highly technical lead complex Some notable practitioners influence
future bass,Future bass style electronic dance music developed mixes elements dubstep trap abrasive The genre pioneered producers Hudson San Holo Cashmere popularised mid artists Martin Louis Child Mura seen breakout year
retro soul,Retro written contemporary popular music genre emerged years golden era soul In style arrangement recording music attempts offer new music tradition soul music United States This differs soul Contemporary neo soul intentionally produced vintage recording sound style years original
electronic rock,The use electronic music technology rock music coincided practical availability electronic musical instruments emergence distinct Rock music highly dependent technological particularly invention refinement development MIDI digital format computer late rock musicians began use electronic like theremin supplement define end decade Moog synthesizer took leading place sound emerging progressive rock bands dominate rock early In commercially oriented synthpop dominated electronic In new millennium spread recording software led development new distinct genres including new
free folk,
kirtan,Kirtana rendered Sanskrit word means idea specifically Indian It refers genre religious performance connoting musical form narration shared particularly spiritual religious native Indian roots Vedic anukirtana kirtan style song set multiple singers recite describe express loving devotion discuss spiritual It include dancing direct expression bhavas Many kirtan performances structured engage audience repeat reply person performing kirtan known kirtankara A Kirtan performance includes accompaniment regionally popular musical veena ektara string tabla mrdanga pakhawaj flute woodwind karatalas talas It major practice Vaisnava Sant traditions forms religious Kirtan accompanied Texts typically cover mythological social
rosary,The Holy Rosary sense known Dominican simply refers set prayers Catholic physical string knots beads count component When referring word usually capitalized customary names Hail referring prayer beads written initial letter rosary prayers compose Rosary arranged sets Hail called Each decade preceded Prayer traditionally followed Glory Some Catholics recite prayer Glory seven Fátima prayers appeared early Rosary prayer beads aid saying prayers proper decades recited Each decade provides opportunity meditate Mysteries recall events lives Jesus Christ mother century Pope Pius V established standard Mysteries based This groups mysteries Joyful Sorrowful Glorious In Pope John Paul II said fitting new set termed Luminous bringing total number mysteries The mysteries prayed specific days addition Luminous Mysteries Glorious Sunday Joyful Monday Sorrowful Tuesday popes promoted Rosary veneration Mary Catholic consisting essentially meditation life The rosary represents Catholic emphasis life focus Mariological theme Christ
scorecore,
experimental rock,Experimental called subgenre rock music pushes boundaries common composition performance technique experiments basic elements Artists aim liberate distinguishing characteristics improvisational odd opaque lyrics unorthodox structures underlying rejection commercial rock music late rock artists began creating extended complex compositions advancements multitrack In genre commercially viable pop leading players incapacitated In krautrock subgenre merged elements improvisation psychedelic rock electronic contemporary classical Later significant musical crossbreeding took place tandem developments punk new DIY electronic fusion rhythms integrated experimental rock experimental rock groups direct precedents Later pursued psychedelic aesthetic differed vigilance earlier During loose movement known dominant form experimental As term fallen indiscriminate modern rock bands categorized prefixes
psych gaze,
man's orchestra,
dixieland,known Dixieland nickname Southern United While official definition region included areas shift extent area definitions include states line seceded comprised Confederate States including Deep The term popularized United States usage songs nostalgically referencing American South
hardvapour,Hardvapour microgenre music emerged late response departing capitalist utopia concept favor Canadian music producer Wolfenstein OS X album End World Rave Antifur record label credited having defined hardvapour It related
jazz orchestra,A big band jazz orchestra type musical ensemble jazz music usually consists musicians rhythm Big bands originated early dominated jazz early swing The term describe genre style music played big bands started accompaniment In contrast typical jazz emphasis big bands relied written compositions They gave greater role sections instruments
modern ska punk,
viral pop,
skinhead oi,
background music,Background music piped mode musical performance music intended primary focus potential volume level deliberately chosen affect behavioral emotional responses humans Listeners uniquely subject background music control volume The range responses created great depending numerous factors time music commonly played audience hallways restrooms fitting It artificial music played hold telephone virtual ambient sounds thematic music video It typically played low volumes multiple small speakers distributing music broad public The widespread use background music stores began founding Muzak characterized repetition simple musical Its use grown worldwide today incorporates findings psychological research relating consumer behavior retail employee workplace growing variety settings doctors offices styles music utilized background Because aim background music passive commercial complexity typically In spite international distribution common syndicated background music associated artistic failure lack musical talent entertainment There composers write specifically music syndication services Dynamic Media Mood successors MTI Multiple studies correlated presence background music increased spending retail
deep funk house,
