genre,definition
blues rock,Blues rock fusion music genre combines elements blues rock It electric music instrumentation similar electric blues rock electric bass keyboards From beginnings early blues rock gone stylistic shifts way inspired influenced hard Southern early heavy rock started rock musicians United Kingdom United States performing American blues They typically recreated electric Chicago blues Willie Muddy Jimmy faster tempos aggressive sound common In style popularized groups Rolling blues songs pop In Lonnie Paul Butterfield Blues Canned Heat earliest Some bands played involved improvisations commonplace jazz In late early style hard In Johnny early Allman Brothers ZZ Top represented hard rock Ten Years Savoy Foghat traditional blues styles influenced blues continues return Along hard blues rock songs core music played rock radio United later classic rock format established
bubblegum pop,Bubblegum called bubblegum genre rock roll pop music catchy upbeat style considered marketed children The term refers pop originating United States late evolved garage novelty Brill Building defined target demographic preteens young The hit representative example led cartoon trend cartoon series heavily featured pop rock songs bubblegum Jerry Kasenetz Jeffry Katz claimed credit coining saying discussed target decided young And time chewing partner I look laugh like bubblegum The term popularized Buddah Records label executive Neil bubblegum acts wonders exceptions included Partridge Family Tommy sound remained significant commercial force early Commentators debate scope genre variously argued exclusion inclusion teen boy especially During original bubblegum sound formative influence punk new melodic
soft rock,Soft rock known light rock derivative form pop rock originated late region Southern California United The style smoothed edges pop relying melodic songs lush Soft rock prevalent radio eventually metamorphosed form synthesized music adult contemporary
wonky,Wonky known purple sound subgenre electronic music known primarily colorful blend genres including jazz Artists associated style include Hudson Flying
fan chant,
world fusion,World music English phrase styles music including traditional World inclusive nature elasticity musical category pose obstacles universal ethic interest culturally exotic encapsulated Roots description genre music music follow American British pop folk given term music industries Europe North The term popularized marketing category traditional It grown include subgenres ethnic fusion Ry
nu jazz,Nu jazz known future genre jazz electronic The music blends jazz elements musical electronic free
hi-nrg,genre uptempo disco electronic dance music originated United States late early music typified fast staccato rhythms reverberated vocals octave particularly influential disco Its earliest association Italo
mandible,In lower jaw jawbone strongest lowest bone human facial It forms lower jaw holds lower teeth The mandible sits beneath It movable bone skull ossicles middle It connected temporal bones temporomandibular bone formed fetus fusion left right mandibular point sides mandibular visible faint ridge Like symphyses midline articulation bones joined articulation fuses early word derives Latin word mandere
neurofunk,Neurofunk known informally dark subgenre drum bass emerged England progression It developed juxtaposing elements harder forms funk multiple influences ranging house distinguished consecutive stabs scarce nonexistent traditional hyper focus sub sound use distorted filtered synthesizers audio capture samplers Akai Emu Neurofunk closely related primary characteristic distinguishes genres Neurofunk emphasis flowing complex rhythms processed enhanced sampled filtered modulated bass sounds overlaid rich layered soundscapes percussive stab described Musicmap creator Kwinten like natural soundtrack neurological chemicals flowing creating deeply obscure delicate
vapor pop,
celtic rock,Celtic rock genre folk form Celtic fusion incorporates Celtic instrumentation themes rock music It extremely prolific early seen key foundation development highly successful mainstream Celtic bands popular musical creating important derivatives It played major role maintenance definition regional national identities fostering It helped communicate cultures external
tape club,
trance,Trance genre electronic dance music emerged British music scene early German techno hardcore music characterized tempo generally lying beats minute repeating melodic phrases musical form distinctly builds tension elements track culminating Although trance genre liberally incorporates influences musical styles classical tech ambient film trance state hypnotism heightened This portrayed trance music mixing layers distinctly foreshadowed A common characteristic trance music climax followed soft breakdown disposing beats percussion leaving melody atmospherics stand extended period gradually building Trance tracks lengthy allow progression commonly sufficiently sparse opening closing sections facilitate mixing vocals mixed typically performed soprano female traditional Structured vocal form trance music forms basis vocal trance described female leads floating male Jonathan
drill and bass,Drill bass subgenre drum bass developed IDM artists began experimenting elements drum bass Artists utilized powerful audio software programs deployed irregular beats discouraged The style interpreted having lightly parodic relationship dance styles inspired
ai,AI refer
lo-fi house,Outsider house spawned outsider known raw genre house music combining elements deep artists embracing techniques polished cleanliness mainstream deep house EDM term coined DJ Ben UFO emphasized music journalist Scott referring different producers record labels fringes Laurel Anthony Ben UFO called term reacting negatively term taking hold stating exactly happy held I think outsider thing justice artists house support
baroque pop,Baroque pop called baroque fusion genre combines rock music particular elements classical It emerged mid artists pursued orchestral sound identifiable appropriation Baroque compositional styles melodies functional harmony dramatic melancholic Harpsichords figure French string quartets harpsichords deployed number pop hits starting record producers increasingly placed instrument foreground Inspired partly song My groups incorporating baroque classical instrumentation early The term coined promotional material Left harpsichords violins arrangements song Away exemplified mainstream popularity faded partially punk disco hard rock took music produced Philadelphia soul chamber pop incorporated spirit baroque pop contested low fidelity musical
irish rebel song,In music Irish rebel songs refer folk songs primarily rebellions English later Crown Songs prior rebellions popular topic choice musicians supported Irish nationalism In Irish rebel songs focus physical force Irish republicanism context Troubles Northern
psybreaks,Breakbeat broad type electronic music tends use drum breaks sampled early recordings Breakbeats styles hip drum big breakbeat UK garage styles breakstep
float house,A houseboat boat designed modified primarily Most houseboats motorized usually moored kept stationary fixed tethered land provide capable operation Float house Canadian American term house float rough house called shanty In Western houseboats tend owned privately rented canals people dwell houseboats year Examples limited
uplifting trance,Uplifting trance synonymous epic energetic anthem emotional euphoric broad subgenre trance The emerged wake progressive trance derived feeling listeners claim described The originated massively popular trance dominant forms dance music Historically related emergence psychedelic trance styles influenced Classical music strongly influenced development uplifting trance film music considered
poetry,Poetry Greek called form literature uses aesthetic rhythmic qualities language sound metre evoke meanings addition place prosaic ostensible A poem literary written long varied evolving differentially It dates prehistoric times hunting poetry Africa panegyric elegiac court poetry empires Volta River Some earliest written poetry Africa occurs Pyramid Texts written century The earliest surviving Western Asian epic Epic written poems Eurasian continent evolved folk songs Chinese religious hymns Sanskrit Zoroastrian Hurrian Hebrew need retell oral Egyptian Story Indian epic Homeric Iliad Ancient Greek attempts define focused uses speech Later attempts concentrated features verse emphasized aesthetics distinguish poetry prosaic uses forms conventions suggest differential interpretations evoke emotive Devices rhythm convey musical incantatory The use stylistic elements poetic diction leaves poem open multiple figures speech metonymy establish resonance disparate layering forming connections previously Kindred forms resonance individual patterns rhyme poetry types unique particular cultures genres respond characteristics language poet Readers accustomed identifying poetry Rumi think written lines based rhyme regular There Biblical use means create rhythm Much modern poetry reflects critique poetic testing principle euphony altogether forgoing rhyme set increasingly globalized poets adapt techniques diverse cultures Poets contributed evolution utilitarian qualities Western cultural tradition Homer associates production poetry inspiration Muse classical In lyrics spoken called This concept differentiates speaker poet usually important poem runs I killed man speaker poet
rock-and-roll,Rock roll written rock rock rock genre popular music evolved United States late early It originated music rhythm boogie country While rock formative elements heard blues records country records genre acquire journalist Greg refers style popular music originating United States By rock roll developed encompassing international style known rock continued known circles rock For purpose article deals earliest rock roll piano saxophone typically lead These instruments generally replaced supplemented guitar middle late The beat essentially dance rhythm accentuated provided snare Classic rock roll usually played electric guitars double bass After electric bass guitars drum kits popular classic roll polarizing influence It portrayed fan Some people believe music positive influence civil rights Black American White American teenagers enjoyed
classical organ,
crust punk,Crust punk known crust form music influenced English punk rock extreme The evolved early songs dark pessimistic lyrics linger political social The term coined Hellbastard Ripper Crust partly defined It played fast tempo occasional slow Vocals usually raspy Crust punk takes cues Crass Discharge heavy metal bands like Celtic Black Sabbath While term associated Amebix described originators Discharge
irish singer-songwriter,
